0.176250	20.227543	M
22.737375	24.386688	S
29.641125	31.382687	S
31.486500	32.513000	S
38.856401	40.597963	S
49.940125	51.012750	S
79.339000	80.307841	S
83.664062	86.109198	S
90.595750	90.953250	S
97.492750	98.761437	S
105.289438	107.250125	S
110.664044	112.497872	S
141.008688	141.343187	S
143.200063	144.607188	S
150.316250	152.161625	S
159.842938	161.884375	S
171.341875	171.953125	S
205.573312	207.487875	S
221.178125	222.100812	S
231.546750	233.703546	S
233.749687	234.903000	S
242.376750	243.599312	S
260.922625	262.825688	S
293.931562	295.292500	S
300.194250	301.013125	S
319.097688	320.943000	S
320.943000	322.488518	S
322.949875	325.118187	S
327.667062	329.916125	S
330.377437	332.707210	S
333.503000	334.875500	S
422.933875	424.571625	S
437.777500	438.607937	S
438.331125	440.372563	S
440.995375	443.094449	S
443.786437	445.966313	S
454.281938	456.819313	S
457.799688	458.249500	S
458.307125	461.167438	S
461.859500	462.632187	S
462.689875	463.128188	S
463.635625	465.527125	S
468.618125	469.067938	S
484.753500	485.503188	S
490.416437	492.008062	S
531.129750	537.450108	S
531.129750	533.159625	S
579.512812	581.634991	S
584.437625	586.294500	S
589.293250	592.245813	S
594.598687	596.686250	S
596.755437	598.739187	S
598.889125	600.365437	S
640.305938	640.928750	S
642.185927	644.619498	S
644.780938	646.003500	S
646.672438	647.837375	S
648.771562	650.720750	S
654.734388	655.645535	S
656.695084	659.244022	S
678.551062	680.108125	S
680.258063	681.676687	S
732.297250	734.661625	S
736.414688	738.940556	S
739.655625	740.163125	S
740.163108	742.919625	S
744.280562	744.753438	S
748.317312	748.559500	S
749.459125	751.166078	S
766.897812	769.688875	S
856.455500	858.877562	S
878.669062	880.410625	S
882.267500	884.170562	S 
893.062875	894.400750	S
895.427250	897.318750	S
934.958250	937.487487	S
964.751750	966.487938	S
981.727625	983.067250	S
981.727625	983.410184	S
984.267563	986.228750	S
987.332625	988.168563	S
1014.939813	1017.662000	S
1014.939813	1018.840875	S
1023.202688	1025.142500	S
1039.685563	1041.968312	S
1043.468687	1044.390375	S
1044.454688	1046.812443	S
1047.037500	1049.084437	S
1053.617812	1054.046500	S
1064.752812	1066.242513	S
1069.446938	1071.547437	S
1072.190500	1073.605125	S
1073.240750	1075.159125	S
1075.191250	1076.680938	S
1082.982625	1085.351071	S
1103.613000	1104.663250	S
1104.663250	1106.463750	S
1117.705937	1119.967246	S
1140.383313	1142.033688	S
1160.949375	1161.903188	S
1168.922875	1169.983875	S
1224.758875	1227.234500	S
1231.071250	1234.565000	S
1283.659938	1285.524750	S
1289.168563	1290.765375	S
1297.056313	1299.692687	S
1313.110500	1316.807875	S
1316.047000	1319.283563	S
1355.432250	1357.779313	S
1358.090125	1359.215375	S
1371.154250	1371.979437	S
1381.935625	1383.832500	S
1388.623063	1390.069875	S
1408.438938	1410.057250	S
1413.422375	1415.265750	S
1419.638312	1420.420625	S
1423.817937	1424.707500	S
1433.827687	1434.760125	S
1437.203625	1438.650375	S
1438.650375	1439.507750	S
1439.947187	1441.394000	S
1459.077188	1461.317063	S
1464.328563	1468.036644	S
1474.166813	1474.809812	S
1484.755312	1486.952313	S
1488.881375	1489.685125	S
1523.486813	1524.590687	S
1535.629312	1538.147796	S
1543.570625	1544.438750	S
1552.787313	1553.869750	S
1609.180625	1610.756028	S
1611.227562	1612.170687	S
1615.021438	1616.682562	S
1634.269313	1635.351750	S
1641.074625	1643.775375	S
1664.352187	1665.380996	S
1666.077625	1667.963812	S
1668.424625	1669.442750	S
1702.419250	1703.630250	S
1703.630250	1704.648386	S
1704.659125	1706.363125	S
1706.899000	1710.757125	S
1710.757125	1712.193188	S
1715.837000	1716.394313	S
1727.883000	1730.562312	S
1730.658750	1732.094812	S
1732.802187	1735.599319	S
1733.402313	1733.820312	S
1736.274500	1737.110437	S
1744.987500	1746.498562	S
1752.725217	1754.965092	S
1752.735938	1753.646875	S
1756.540500	1759.466250	S
1767.847000	1769.701063	S
1777.010125	1777.813875	S
1785.369438	1786.237533	S
1787.641500	1789.077563	S
1806.878625	1808.496938	S
1814.123375	1814.691375	S
1820.660813	1822.161188	S
1825.976500	1828.537856	S
1829.416688	1831.024250	S
1831.688688	1832.353125	S
1837.604500	1838.890562	S
1839.051312	1839.394250	S
1847.957187	1849.897000	S
1854.505375	1856.595188	S
1869.820062	1870.495250	S
1875.928813	1877.032625	S
1880.655000	1881.383812	S
1881.951812	1882.519800	S
1892.090125	1894.801563	S
1911.338062	1911.798875	S
1916.835875	1918.786375	S
1919.686625	1921.187062	S
1927.992375	1929.674937	S
1939.995500	1942.331813	S
1996.474563	1997.953500	S
2036.588563	2038.892750	S
2039.975187	2040.661063	S
2043.683313	2045.312250	S
2045.312250	2046.287562	S
2046.480438	2047.316375	S
2048.002250	2049.427625	S
2051.206688	2052.439139	S
2062.781125	2063.584875	S
2066.971500	2068.139688	S
2089.638125	2092.135188	S
2092.392438	2093.271250	S
2093.271250	2093.699875	S
2106.024562	2126.419157	M
