0.000000	19.854184	M
19.980625	21.371688	S
38.918000	39.961312	S
47.833438	50.062261	S
54.836125	56.337812	S
56.337812	58.708947	S
58.851188	59.625750	S
63.846375	65.190000	S
74.295125	76.144563	S
77.756938	78.199562	S
85.360313	89.865500	S
91.019437	91.809813	S
93.564437	94.402187	S
98.749250	99.239312	S
102.416625	104.123812	S
121.148438	123.835728	S
127.408187	127.803375	S
131.739438	133.999931	S
133.999937	135.359375	S
142.741437	144.211563	S
144.211563	146.219125	S
152.463063	153.869937	S
158.359250	158.738625	S
162.342750	163.939312	S
183.540562	186.385875	S
201.482000	206.224250	S
227.105938	231.279125	S
234.962250	235.942313	S
238.329250	239.688687	S
249.694813	252.065932	S
259.590312	265.059673	S
271.856875	273.074063	S
273.074063	274.054125	S
280.029375	281.120063	S
285.672625	286.210062	S
291.553000	294.066375	S
295.552313	296.152938	S
301.401063	301.859438	S
305.842938	307.676615	S
316.449750	317.414000	S
321.523937	322.614688	S
335.244875	335.892938	S
338.279875	341.172625	S
350.846812	351.921726	S
353.897688	354.466750	S
372.250125	373.577938	S
381.054875	383.979250	S
390.839750	393.795687	S
396.688500	398.443113	S
399.265125	399.770938	S
405.572313	406.520750	S
412.337875	412.922750	S
425.805875	426.627813	S
441.850437	443.620875	S
453.848313	454.449000	S
457.152062	459.254437	S
461.119750	462.668875	S
467.332063	467.948562	S
474.603508	476.342330	S
476.816562	478.128562	S
486.648813	487.992436	S
491.074875	491.833625	S
494.094125	497.777261	S
527.843062	528.269875	S
529.408000	529.992875	S
554.336375	556.075187	S
556.391375	558.620216	S
564.405750	565.496437	S
567.646313	568.800250	S
592.732750	594.898375	S
597.490812	598.992500	S
601.790438	603.007625	S
603.007595	605.268063	S
606.864625	607.386250	S
608.066000	610.784875	S
611.954625	613.503750	S
631.603313	632.931125	S
640.629375	641.562000	S
642.289188	645.561307	S
664.435438	666.190062	S
669.399000	669.952250	S
672.291750	674.346688	S
676.781062	679.041500	S
682.503375	683.467622	S
693.141813	694.864809	S
696.919750	699.022187	S
703.717000	704.143812	S
705.930062	708.680562	S
712.395313	713.675687	S
719.492875	720.140937	S
720.994563	722.290750	S
724.235063	726.321688	S
738.872813	739.647375	S
744.689938	747.029437	S
754.601250	755.581312	S
755.581312	757.746928	S
758.758625	760.070626	S
763.279562	764.180562	S
802.671750	803.636016	S
805.991313	808.789250	S
817.515000	819.127313	S
836.768500	838.444062	S
845.873563	848.797937	S
861.396500	862.155250	S
866.407500	869.331875	S
869.474125	870.296125	S
877.030125	878.342125	S
878.705687	881.487811	S
884.048625	885.787438	S
888.506313	889.913188	S
897.627250	899.144750	S
912.486250	914.904805	S
920.753563	921.085500	S
921.085500	923.535684	S
924.626375	924.958375	S
927.598187	928.230500	S
934.553500	935.833875	S
936.323938	938.631813	S
948.306000	948.875063	S
950.661313	952.068188	S
957.347875	957.948562	S
960.335500	961.884625	S
964.935438	967.369812	S
980.300313	982.608187	S
1000.676125	1002.130429	S
1004.770250	1006.177142	S
1009.559938	1010.919375	S
1013.448562	1015.740688	S
1016.183250	1017.289813	S
1025.067063	1027.454000	S
1030.536437	1031.643000	S
1033.618937	1034.567375	S
1036.780375	1038.060813	S
1043.119187	1046.833957	S
1047.339813	1048.525375	S
1067.810500	1070.387062	S
1070.387062	1071.793938	S
1079.508000	1081.894937	S
1081.973937	1082.622063	S
1084.187000	1087.522387	S
1097.275625	1097.734000	S
1112.925000	1113.336000	S
1135.703563	1136.051312	S
1137.394937	1137.964000	S
1158.213375	1164.251875	S
1169.041500	1170.132250	S
1189.464750	1190.729375	S
1197.431750	1199.028313	S
1199.091500	1199.644750	S
1199.644750	1200.656438	S
1207.501062	1208.670845	S
1211.547805	1212.527868	S
1212.891437	1213.302437	S
1214.661875	1216.827500	S
