0.000000	19.559603	M
70.773438	72.450477	S
74.185750	74.453625	S
83.607438	85.237910	S
99.387938	99.830500	S
101.391071	102.940004	S
104.058000	105.304187	S
106.923000	108.297217	S
109.322063	109.857812	S
110.428438	111.313563	S
118.953438	119.628875	S
124.240750	124.550628	S
125.941125	126.362250	S
133.732375	134.288625	S
148.900557	150.553250	S
150.553250	151.673572	S
151.697438	152.507875	S
157.275220	157.720174	S
158.681563	159.285438	S
162.312731	163.758830	S
166.794062	168.478517	S
169.471688	169.869000	S
171.728268	172.181205	S
173.086938	173.857687	S
187.182437	188.048563	S
199.966938	201.548125	S
208.873938	209.493687	S
215.651563	217.057938	S
237.486059	239.400949	S
241.586000	242.142188	S
244.311313	245.900450	S
250.087813	250.445312	S
251.430588	252.884659	S
256.197938	257.381813	S
262.951687	263.762187	S
269.657812	271.056250	S
274.178812	274.623812	S
278.763438	279.144813	S
285.421875	285.970125	S
288.329958	289.466179	S
300.756877	301.591190	S
315.813812	316.354062	S
319.143000	319.802500	S
327.636875	328.598250	S
334.231688	334.772000	S
343.742563	344.632500	S
348.502000	349.701750	S
354.620125	355.025312	S
361.715500	361.977750	S
368.842750	369.684937	S
380.212875	380.681688	S
389.294688	390.001875	S
405.432250	406.369802	S
406.727354	408.388000	S
409.166653	409.524216	S
409.571875	410.271063	S
411.558279	414.045252	S
415.705875	416.071375	S
417.724063	418.494813	S
427.433562	428.180500	S
456.013937	456.848187	S
456.983250	459.041187	S
462.537253	464.865313	S
466.160438	466.851688	S
468.560000	469.012938	S
521.437991	525.132695	S
529.931838	532.855819	S
533.833128	535.422248	S
538.298556	539.736703	S
543.653891	545.052316	S
546.450750	546.800375	S
555.882187	556.787937	S
635.218993	637.078263	S
649.171438	649.695875	S
656.576750	657.299813	S
662.369125	662.869688	S
693.062937	693.714500	S
698.656687	699.522750	S
708.842937	709.470625	S
744.725250	746.965921	S
748.046523	748.992054	S
749.627697	751.796846	S
754.474500	755.094250	S
759.821875	760.497279	S
794.393187	794.909688	S
823.966737	825.754498	S
826.445750	827.947500	S
829.044000	831.213125	S
883.336250	885.290875	S
892.878938	894.698500	S
896.033312	896.716688	S
940.361842	942.713740	S
943.587750	944.016813	S
944.716000	945.025938	S
948.267687	948.768312	S
950.873875	951.239375	S
961.592487	963.388193	S
963.896687	964.373438	S
969.855912	970.348539	S
974.543816	974.957004	S
984.348687	987.010464	S
986.986625	987.360063	S
999.493002	999.727975	S
1006.518750	1006.922937	S
1014.144937	1015.250556	S
1023.007562	1027.162437	S
1070.946375	1071.683438	S
1098.966625	1101.159985	S
1101.546375	1102.015938	S
1115.782375	1116.513500	S
1172.512438	1174.254000	S
1180.584437	1180.970812	S
1184.876057	1186.451231	S
1186.938625	1188.484125	S
1203.855438	1205.662418	S
1374.580563	1374.996688	S
1387.829875	1388.685813	S
1388.905750	1391.390363	S
1393.286500	1394.195937	S
1434.508562	1435.007812	S
1446.836500	1447.478437	S
1475.076687	1476.681625	S 
1485.157813	1486.156438	S
1503.614125	1504.315500	S
1526.130187	1534.802581	S
1567.227375	1568.772875	S
1591.479125	1593.589313	S
1593.589313	1594.058875	S
1762.852187	1764.599750	S
1773.450437	1774.003250	S
1780.470375	1783.371063	S
1793.220377	1796.156679	S
1828.973875	1830.162679	S
1901.645875	1904.695186	S
1910.455000	1911.536812	S
1921.475250	1922.063688	S
1934.153937	1935.943062	S
1940.627000	1942.356750	S
1953.501812	1955.237500	S
1990.456000	1991.068250	S
2043.625562	2045.111625	S
2055.002500	2055.917875	S
2101.972438	2102.519313	S
2110.930125	2117.646904	S
2127.567562	2128.982218	S
2135.485000	2136.727321	S
2153.935361	2156.871724	S
2161.823125	2163.338875	S
2178.686438	2179.447250	S
2201.993063	2222.440596	M
