0.163438	19.853966	M
24.461742	26.064992	S
34.218938	36.178438	S
43.368782	44.048950	S
44.680563	45.571250	S
52.542938	54.235250	S
62.818336	63.385125	S
63.425625	63.838588	S
64.785964	66.130105	S
66.211062	67.838625	S
68.292063	69.101790	S
69.150375	70.300180	S
70.300188	70.915562	S
71.385188	71.773875	S
71.838654	73.717213	S
73.765812	75.514813	S
79.385250	79.773938	S
81.207125	82.956156	S
84.300313	84.599875	S
87.887375	88.907625	S
91.612125	92.494697	S
92.948142	96.268008	S
99.029188	100.332813	S
100.381375	101.166813	S
101.725562	103.045392	S
106.502911	108.729598	S
109.814679	111.094042	S
111.077875	113.239809	S
116.705438	117.264125	S
119.774250	121.029347	S
121.248000	122.511125	S
128.511188	131.199472	S
134.227812	135.636750	S
139.554797	140.041625	S
140.492832	141.870386	S
141.870375	142.893687	S
143.333188	144.500800	S
146.831992	147.763467	S
148.006188	149.554261	S
150.085625	151.869830	S
155.241500	156.323875	S
157.406187	158.442625	S
160.731937	161.158375	S
163.552625	165.927250	S
166.386437	168.236250	S
169.849938	171.496408	S
172.447563	173.798875	S
174.402375	175.661812	S
176.225937	176.540812	S
178.154500	179.354938	S
180.233909	180.883318	S
180.975153	182.575716	S
184.359951	185.809641	S
189.529063	190.683625	S
194.768785	196.368203	S
198.751438	200.276713	S
203.708562	205.413938	S
205.413938	207.119253	S
210.339250	211.800992	S
212.320008	214.724430	S
216.747534	217.361880	S
217.976250	218.897744	S
219.565063	220.041687	S
220.190000	222.043618	S
224.522188	225.401312	S
225.401312	226.788909	S
228.759062	231.078750	S
242.274659	244.160034	S
244.160063	245.049807	S
247.125875	247.380063	S
258.703125	259.179750	S
264.454659	265.026625	S
267.145062	268.130125	S
270.672261	271.710270	S
273.394437	274.040563	S
278.542250	279.749749	S
279.792125	280.724250	S
281.677500	282.334250	S
286.041497	291.634162	S
292.206125	293.805563	S
294.472875	295.023625	S
295.860437	296.993799	S
297.682313	298.508500	S
298.900375	299.716000	S
301.029437	303.772812	S
307.691889	311.102567	S
312.458375	314.216664	S
318.284057	320.010580	S
325.486750	326.651875	S
328.516062	330.041375	S
334.723125	335.994162	S
336.566139	339.426024	S
342.413000	343.249797	S
344.139563	345.442375	S
